Outlier,comment_count,down_votes,reputation,score,up_votes,user_id,view_count,views
views,0,595,22540,0,2471,15371,18,1276
views,0,595,22540,0,2471,15371,19,1276
views,0,595,22540,1,2471,15371,17,1276
views,0,48,7618,0,253,450456,15,3565
views,0,48,7618,0,253,450456,19,3565
views,0,32,24921,0,2970,33051,15,3241
views,0,198,37327,0,1900,38522,13,2872
views,2,198,37327,0,1900,38522,18,2872
views,1,198,37327,0,1900,38522,19,2872
views,0,198,37327,0,1900,38522,7,2872
views,0,198,37327,0,1900,38522,13,2872
views,0,198,37327,0,1900,38522,15,2872
views,1,198,37327,1,1900,38522,19,2872
views,0,198,37327,0,1900,38522,18,2872
views,4,198,37327,2,1900,38522,20,2872
views,1,198,37327,-1,1900,38522,10,2872
views,0,198,37327,0,1900,38522,12,2872
views,2,198,37327,-1,1900,38522,18,2872
views,0,198,37327,0,1900,38522,16,2872
views,1,198,37327,0,1900,38522,14,2872
views,0,198,37327,0,1900,38522,6,2872
views,2,198,37327,0,1900,38522,18,2872
views,1,198,37327,-1,1900,38522,19,2872
views,2,198,37327,0,1900,38522,15,2872
views,0,198,37327,0,1900,38522,17,2872
views,0,796,41176,0,1793,410636,16,3818
views,0,778,13466,2,920,789657,13,4388
views,3,484,28663,0,1577,21061,19,2387
views,2,484,28663,0,1577,21061,13,2387
views,0,484,28663,2,1577,21061,17,2387
views,0,194,49892,0,492,191463,18,2449
views,1,194,49892,1,492,191463,12,2449
views,1,1,55042,1,5546,1006010,12,2630
views,0,1,3766,0,311,2452680,15,1269
views,0,1,3766,0,311,2452680,18,1269
views,0,1,3766,0,311,2452680,20,1269
views,2,18,22239,1,1893,509706,19,1497
views,0,72,20390,0,505,178757,13,1317
views,2,760,23454,0,834,978756,18,3974
views,2,17,32947,0,579,84539,17,2284
views,3,322,28934,0,1294,31667,10,2418
views,0,322,28934,2,1294,31667,20,2418
views,0,322,28934,1,1294,31667,10,2418
views,0,55,9855,0,805,56672,15,1193
views,0,1014,6470,0,1199,4631427,20,1228
views,0,97,235072,0,927,6068,6,10965
views,0,97,235072,1,927,6068,11,10965
views,0,97,235072,0,927,6068,11,10965
views,0,97,235072,1,927,6068,18,10965
views,0,97,235072,1,927,6068,17,10965
views,0,97,235072,0,927,6068,19,10965
views,0,97,235072,0,927,6068,10,10965
views,0,759,20302,0,1361,3436942,19,2485
views,4,1648,279695,0,1406,507674,18,22360
views,2,267,12746,0,1905,2541,20,3832
views,4,290,23645,0,3889,156755,16,5226
views,0,812,38113,0,1737,699224,16,3852
views,0,2549,18807,0,3154,1084416,10,4475
views,4,13,8905,0,2316,2287576,18,1800
views,3,13,8905,0,2316,2287576,13,1800
views,0,13,8905,0,2316,2287576,20,1800
views,2,13,8905,0,2316,2287576,17,1800
views,1,13,8905,2,2316,2287576,18,1800
views,1,13,8905,0,2316,2287576,19,1800
views,0,13,8905,0,2316,2287576,15,1800
views,0,13,8905,0,2316,2287576,11,1800
views,3,13,8905,0,2316,2287576,19,1800
views,3,13,8905,0,2316,2287576,20,1800
views,4,13,8905,0,2316,2287576,19,1800
views,2,13,8905,0,2316,2287576,20,1800
views,0,13,8905,0,2316,2287576,20,1800
views,2,13,8905,0,2316,2287576,9,1800
views,0,111,6195,-1,764,3310334,17,1344
views,0,28,21375,0,2064,15825,19,1289
views,1,623,18981,0,787,1822164,20,2806
views,0,28,27410,2,727,911930,16,2700
views,0,28,27410,0,727,911930,16,2700
views,2,28,27410,0,727,911930,20,2700
views,1,28,27410,0,727,911930,18,2700
views,0,28,27410,0,727,911930,16,2700
views,0,28,27410,1,727,911930,10,2700
views,0,28,27410,0,727,911930,18,2700
views,0,28,27410,1,727,911930,19,2700
views,1,28,27410,0,727,911930,16,2700
views,0,28,27410,0,727,911930,19,2700
views,0,28,27410,0,727,911930,4,2700
views,0,28,27410,0,727,911930,18,2700
views,2,11,34006,0,1262,683553,14,1640
views,0,11,34006,0,1262,683553,12,1640
views,3,11,34006,-1,1262,683553,19,1640
views,0,11,34006,0,1262,683553,19,1640
views,0,11,34006,0,1262,683553,15,1640
views,0,100,31303,0,1142,153422,12,2885
views,2,461,187688,4,3899,324584,18,27257
views,7,7,31110,0,401,478144,20,2954
views,2,7,31110,0,401,478144,18,2954
views,0,7,31110,0,401,478144,14,2954
views,1,97,29043,1,625,898289,12,1786
views,1,10,52647,0,117,32484,19,3139
views,0,11,8989,0,2596,1000,14,2270
views,0,50,27417,1,971,436028,19,2815
views,0,50,27417,0,971,436028,20,2815
views,0,730,79076,0,2571,102441,17,6176
views,2,730,79076,0,2571,102441,13,6176
views,0,730,79076,1,2571,102441,19,6176
views,0,730,79076,0,2571,102441,14,6176
views,0,16,35728,1,647,274,20,1930
views,0,16,35728,0,647,274,18,1930
views,0,53,22546,0,455,11755,20,2372
views,2,53,22546,0,455,11755,14,2372
views,1,53,22546,0,455,11755,16,2372
views,0,53,22546,-1,455,11755,18,2372
views,0,53,22546,0,455,11755,18,2372
views,0,53,22546,0,455,11755,13,2372
views,0,53,22546,0,455,11755,10,2372
views,0,53,22546,1,455,11755,14,2372
views,0,53,22546,0,455,11755,14,2372
views,1,53,22546,0,455,11755,15,2372
views,1,53,22546,0,455,11755,20,2372
views,0,53,22546,1,455,11755,17,2372
views,1,53,22546,-1,455,11755,15,2372
views,3,53,22546,0,455,11755,16,2372
views,0,53,22546,0,455,11755,20,2372
views,0,53,22546,0,455,11755,18,2372
views,0,32,11727,0,245,1127699,19,1721
views,0,1480,96868,0,2385,14357,20,8583
views,1,1480,96868,0,2385,14357,12,8583
views,0,21,17784,0,142,48886,19,1254
views,0,283,16763,0,1425,39643,10,1393
views,0,283,16763,0,1425,39643,13,1393
up_votes,0,25,5417,0,1458,2422230,13,262
up_votes,4,25,5417,0,1458,2422230,17,262
up_votes,0,25,5417,0,1458,2422230,18,262
up_votes,0,29,5747,0,1159,1125402,8,368
up_votes,0,66,6377,0,2848,93910,19,746
up_votes,0,17,13681,0,2506,141022,19,1048
up_votes,0,17,13681,0,2506,141022,15,1048
up_votes,0,189,32311,0,2468,429427,13,1155
up_votes,0,1022,47168,0,7845,13744,12,3339
up_votes,0,3624,19668,2,2290,70345,20,2877
up_votes,0,272,63153,0,2547,16511,15,4808
up_votes,0,572,55945,0,2228,37947,19,3541
up_votes,0,46,48375,1,1526,11898,17,2398
up_votes,0,46,48375,1,1526,11898,16,2398
up_votes,0,595,22540,0,2471,15371,18,1276
up_votes,0,595,22540,0,2471,15371,19,1276
up_votes,0,595,22540,1,2471,15371,17,1276
up_votes,0,4,2700,1,1171,199111,16,117
up_votes,0,32,24921,0,2970,33051,15,3241
up_votes,0,198,37327,0,1900,38522,13,2872
up_votes,2,198,37327,0,1900,38522,18,2872
up_votes,1,198,37327,0,1900,38522,19,2872
up_votes,0,198,37327,0,1900,38522,7,2872
up_votes,0,198,37327,0,1900,38522,13,2872
up_votes,0,198,37327,0,1900,38522,15,2872
up_votes,1,198,37327,1,1900,38522,19,2872
up_votes,0,198,37327,0,1900,38522,18,2872
up_votes,4,198,37327,2,1900,38522,20,2872
up_votes,1,198,37327,-1,1900,38522,10,2872
up_votes,0,198,37327,0,1900,38522,12,2872
up_votes,2,198,37327,-1,1900,38522,18,2872
up_votes,0,198,37327,0,1900,38522,16,2872
up_votes,1,198,37327,0,1900,38522,14,2872
up_votes,0,198,37327,0,1900,38522,6,2872
up_votes,2,198,37327,0,1900,38522,18,2872
up_votes,1,198,37327,-1,1900,38522,19,2872
up_votes,2,198,37327,0,1900,38522,15,2872
up_votes,0,198,37327,0,1900,38522,17,2872
up_votes,0,796,41176,0,1793,410636,16,3818
up_votes,7,45,6024,0,1804,400691,15,647
up_votes,3,484,28663,0,1577,21061,19,2387
up_votes,2,484,28663,0,1577,21061,13,2387
up_votes,0,484,28663,2,1577,21061,17,2387
up_votes,1,1,55042,1,5546,1006010,12,2630
up_votes,0,18,13543,0,1866,3189,17,702
up_votes,2,32,13154,0,2591,846476,17,762
up_votes,0,32,13154,0,2591,846476,11,762
up_votes,0,32,13154,0,2591,846476,12,762
up_votes,0,32,13154,0,2591,846476,8,762
up_votes,0,32,13154,0,2591,846476,19,762
up_votes,3,1,2028,0,1239,463978,20,169
up_votes,1,1138,5237,0,996,325900,14,919
up_votes,1,1138,5237,0,996,325900,18,919
up_votes,0,89,5544,0,1092,1238867,6,412
up_votes,10,2,1806,1,1137,1700106,16,197
up_votes,0,0,776,0,2095,381158,17,144
up_votes,1,0,776,0,2095,381158,16,144
up_votes,2,18,22239,1,1893,509706,19,1497
up_votes,3,322,28934,0,1294,31667,10,2418
up_votes,0,322,28934,2,1294,31667,20,2418
up_votes,0,322,28934,1,1294,31667,10,2418
up_votes,0,1014,6470,0,1199,4631427,20,1228
up_votes,1,14,4976,0,1089,637609,15,547
up_votes,0,759,20302,0,1361,3436942,19,2485
up_votes,4,1648,279695,0,1406,507674,18,22360
up_votes,2,267,12746,0,1905,2541,20,3832
up_votes,4,23,11118,0,1339,499699,9,632
up_votes,5,73,7143,0,1988,2038544,19,498
up_votes,1,143,6052,0,1101,5552,12,714
up_votes,0,143,6052,0,1101,5552,11,714
up_votes,4,290,23645,0,3889,156755,16,5226
up_votes,0,319,12266,0,4760,180430,15,1008
up_votes,0,812,38113,0,1737,699224,16,3852
up_votes,0,2549,18807,0,3154,1084416,10,4475
up_votes,4,13,8905,0,2316,2287576,18,1800
up_votes,3,13,8905,0,2316,2287576,13,1800
up_votes,0,13,8905,0,2316,2287576,20,1800
up_votes,2,13,8905,0,2316,2287576,17,1800
up_votes,1,13,8905,2,2316,2287576,18,1800
up_votes,1,13,8905,0,2316,2287576,19,1800
up_votes,0,13,8905,0,2316,2287576,15,1800
up_votes,0,13,8905,0,2316,2287576,11,1800
up_votes,3,13,8905,0,2316,2287576,19,1800
up_votes,3,13,8905,0,2316,2287576,20,1800
up_votes,4,13,8905,0,2316,2287576,19,1800
up_votes,2,13,8905,0,2316,2287576,20,1800
up_votes,0,13,8905,0,2316,2287576,20,1800
up_votes,2,13,8905,0,2316,2287576,9,1800
up_votes,0,29,16110,1,1120,28901,19,530
up_votes,0,28,21375,0,2064,15825,19,1289
up_votes,0,96,7104,0,979,67316,17,381
up_votes,0,13,2073,0,1964,1499072,13,340
up_votes,6,13,2073,0,1964,1499072,18,340
up_votes,0,13,2073,1,1964,1499072,9,340
up_votes,2,11,34006,0,1262,683553,14,1640
up_votes,0,11,34006,0,1262,683553,12,1640
up_votes,3,11,34006,-1,1262,683553,19,1640
up_votes,0,11,34006,0,1262,683553,19,1640
up_votes,0,11,34006,0,1262,683553,15,1640
up_votes,0,100,31303,0,1142,153422,12,2885
up_votes,0,32,4092,2,1333,1517244,18,221
up_votes,2,461,187688,4,3899,324584,18,27257
up_votes,3,18,3330,0,1584,1446086,20,233
up_votes,2,18,3330,0,1584,1446086,18,233
up_votes,0,81,4684,0,1599,1124744,14,745
up_votes,1,81,4684,0,1599,1124744,10,745
up_votes,0,81,4684,0,1599,1124744,13,745
up_votes,0,11,8989,0,2596,1000,14,2270
up_votes,0,50,27417,1,971,436028,19,2815
up_votes,0,50,27417,0,971,436028,20,2815
up_votes,0,52,5653,0,1452,285190,10,500
up_votes,0,52,5653,0,1452,285190,18,500
up_votes,0,0,74,0,1919,1905469,18,60
up_votes,0,46,12638,0,1689,276193,17,778
up_votes,0,22,20898,0,3528,2120261,15,917
up_votes,0,22,20898,1,3528,2120261,20,917
up_votes,0,730,79076,0,2571,102441,17,6176
up_votes,2,730,79076,0,2571,102441,13,6176
up_votes,0,730,79076,1,2571,102441,19,6176
up_votes,0,730,79076,0,2571,102441,14,6176
up_votes,0,1480,96868,0,2385,14357,20,8583
up_votes,1,1480,96868,0,2385,14357,12,8583
up_votes,1,106,5390,0,1174,287893,14,655
up_votes,0,106,5390,0,1174,287893,18,655
up_votes,3,21,4245,0,1507,389828,19,382
up_votes,6,56,4583,0,1677,2413722,19,298
up_votes,0,283,16763,0,1425,39643,10,1393
up_votes,0,283,16763,0,1425,39643,13,1393
up_votes,0,1,1531,0,3681,1229237,14,152
up_votes,0,1,1531,0,3681,1229237,19,152
down_votes,0,66,31307,0,637,47775,18,2689
down_votes,1,556,5394,1,529,2283946,16,1032
down_votes,0,556,5394,0,529,2283946,15,1032
down_votes,0,139,1783,0,893,1252987,20,193
down_votes,0,66,6377,0,2848,93910,19,746
down_votes,1,90,809,0,50,5457408,20,106
down_votes,0,189,32311,0,2468,429427,13,1155
down_votes,0,56,3997,0,371,962144,16,293
down_votes,0,348,25678,0,601,1153938,10,1440
down_votes,0,1022,47168,0,7845,13744,12,3339
down_votes,0,3624,19668,2,2290,70345,20,2877
down_votes,0,321,850,0,38,2154163,18,160
down_votes,0,272,63153,0,2547,16511,15,4808
down_votes,0,572,55945,0,2228,37947,19,3541
down_votes,0,595,22540,0,2471,15371,18,1276
down_votes,0,595,22540,0,2471,15371,19,1276
down_votes,0,595,22540,1,2471,15371,17,1276
down_votes,0,120,7146,0,450,1076743,17,1177
down_votes,0,120,7146,0,450,1076743,16,1177
down_votes,0,198,37327,0,1900,38522,13,2872
down_votes,2,198,37327,0,1900,38522,18,2872
down_votes,1,198,37327,0,1900,38522,19,2872
down_votes,0,198,37327,0,1900,38522,7,2872
down_votes,0,198,37327,0,1900,38522,13,2872
down_votes,0,198,37327,0,1900,38522,15,2872
down_votes,1,198,37327,1,1900,38522,19,2872
down_votes,0,198,37327,0,1900,38522,18,2872
down_votes,4,198,37327,2,1900,38522,20,2872
down_votes,1,198,37327,-1,1900,38522,10,2872
down_votes,0,198,37327,0,1900,38522,12,2872
down_votes,2,198,37327,-1,1900,38522,18,2872
down_votes,0,198,37327,0,1900,38522,16,2872
down_votes,1,198,37327,0,1900,38522,14,2872
down_votes,0,198,37327,0,1900,38522,6,2872
down_votes,2,198,37327,0,1900,38522,18,2872
down_votes,1,198,37327,-1,1900,38522,19,2872
down_votes,2,198,37327,0,1900,38522,15,2872
down_votes,0,198,37327,0,1900,38522,17,2872
down_votes,0,796,41176,0,1793,410636,16,3818
down_votes,0,778,13466,2,920,789657,13,4388
down_votes,0,72,3326,0,285,3697264,18,1003
down_votes,0,72,3326,0,285,3697264,13,1003
down_votes,2,72,3326,0,285,3697264,18,1003
down_votes,0,72,3326,0,285,3697264,18,1003
down_votes,0,72,3326,0,285,3697264,20,1003
down_votes,0,72,3326,1,285,3697264,17,1003
down_votes,0,72,3326,0,285,3697264,18,1003
down_votes,3,72,3326,0,285,3697264,20,1003
down_votes,0,72,3326,0,285,3697264,10,1003
down_votes,0,72,3326,0,285,3697264,20,1003
down_votes,0,72,3326,0,285,3697264,10,1003
down_votes,0,72,3326,0,285,3697264,20,1003
down_votes,3,484,28663,0,1577,21061,19,2387
down_votes,2,484,28663,0,1577,21061,13,2387
down_votes,0,484,28663,2,1577,21061,17,2387
down_votes,0,194,49892,0,492,191463,18,2449
down_votes,1,194,49892,1,492,191463,12,2449
down_votes,0,230,5073,0,578,2664985,16,460
down_votes,0,148,4882,0,519,777510,12,435
down_votes,0,148,4882,0,519,777510,15,435
down_votes,3,85,2240,0,217,2762432,12,176
down_votes,0,85,2240,0,217,2762432,9,176
down_votes,1,1138,5237,0,996,325900,14,919
down_votes,1,1138,5237,0,996,325900,18,919
down_votes,0,89,5544,0,1092,1238867,6,412
down_votes,0,72,20390,0,505,178757,13,1317
down_votes,11,65,11494,1,367,404568,19,966
down_votes,0,65,11494,0,367,404568,14,966
down_votes,0,65,11494,0,367,404568,19,966
down_votes,2,760,23454,0,834,978756,18,3974
down_votes,3,322,28934,0,1294,31667,10,2418
down_votes,0,322,28934,2,1294,31667,20,2418
down_votes,0,322,28934,1,1294,31667,10,2418
down_votes,0,55,9855,0,805,56672,15,1193
down_votes,0,1014,6470,0,1199,4631427,20,1228
down_votes,0,97,235072,0,927,6068,6,10965
down_votes,0,97,235072,1,927,6068,11,10965
down_votes,0,97,235072,0,927,6068,11,10965
down_votes,0,97,235072,1,927,6068,18,10965
down_votes,0,97,235072,1,927,6068,17,10965
down_votes,0,97,235072,0,927,6068,19,10965
down_votes,0,97,235072,0,927,6068,10,10965
down_votes,5,133,5299,0,275,5045227,18,620
down_votes,0,133,5299,0,275,5045227,16,620
down_votes,0,133,5299,0,275,5045227,16,620
down_votes,0,133,5299,1,275,5045227,18,620
down_votes,0,133,5299,0,275,5045227,6,620
down_votes,0,133,5299,0,275,5045227,15,620
down_votes,0,133,5299,0,275,5045227,6,620
down_votes,0,759,20302,0,1361,3436942,19,2485
down_votes,4,1648,279695,0,1406,507674,18,22360
down_votes,2,267,12746,0,1905,2541,20,3832
down_votes,5,73,7143,0,1988,2038544,19,498
down_votes,1,143,6052,0,1101,5552,12,714
down_votes,0,143,6052,0,1101,5552,11,714
down_votes,4,290,23645,0,3889,156755,16,5226
down_votes,0,319,12266,0,4760,180430,15,1008
down_votes,2,102,3538,0,126,3359782,16,932
down_votes,2,102,3538,0,126,3359782,20,932
down_votes,0,102,3538,0,126,3359782,18,932
down_votes,0,102,3538,0,126,3359782,14,932
down_votes,0,812,38113,0,1737,699224,16,3852
down_votes,0,2549,18807,0,3154,1084416,10,4475
down_votes,0,111,6195,-1,764,3310334,17,1344
down_votes,0,96,7104,0,979,67316,17,381
down_votes,1,623,18981,0,787,1822164,20,2806
down_votes,0,100,31303,0,1142,153422,12,2885
down_votes,0,158,3583,0,308,2500842,11,639
down_votes,0,158,3583,0,308,2500842,17,639
down_votes,0,71,4902,0,679,1185534,18,429
down_votes,2,461,187688,4,3899,324584,18,27257
down_votes,0,81,4684,0,1599,1124744,14,745
down_votes,1,81,4684,0,1599,1124744,10,745
down_votes,0,81,4684,0,1599,1124744,13,745
down_votes,1,97,29043,1,625,898289,12,1786
down_votes,0,959,7332,-1,324,630780,15,628
down_votes,1,959,7332,0,324,630780,14,628
down_votes,0,959,7332,0,324,630780,19,628
down_votes,0,959,7332,0,324,630780,19,628
down_votes,0,52,5653,0,1452,285190,10,500
down_votes,0,52,5653,0,1452,285190,18,500
down_votes,0,730,79076,0,2571,102441,17,6176
down_votes,2,730,79076,0,2571,102441,13,6176
down_votes,0,730,79076,1,2571,102441,19,6176
down_votes,0,730,79076,0,2571,102441,14,6176
down_votes,0,53,22546,0,455,11755,20,2372
down_votes,2,53,22546,0,455,11755,14,2372
down_votes,1,53,22546,0,455,11755,16,2372
down_votes,0,53,22546,-1,455,11755,18,2372
down_votes,0,53,22546,0,455,11755,18,2372
down_votes,0,53,22546,0,455,11755,13,2372
down_votes,0,53,22546,0,455,11755,10,2372
down_votes,0,53,22546,1,455,11755,14,2372
down_votes,0,53,22546,0,455,11755,14,2372
down_votes,1,53,22546,0,455,11755,15,2372
down_votes,1,53,22546,0,455,11755,20,2372
down_votes,0,53,22546,1,455,11755,17,2372
down_votes,1,53,22546,-1,455,11755,15,2372
down_votes,3,53,22546,0,455,11755,16,2372
down_votes,0,53,22546,0,455,11755,20,2372
down_votes,0,53,22546,0,455,11755,18,2372
down_votes,0,1480,96868,0,2385,14357,20,8583
down_votes,1,1480,96868,0,2385,14357,12,8583
down_votes,1,106,5390,0,1174,287893,14,655
down_votes,0,106,5390,0,1174,287893,18,655
down_votes,0,598,3386,-1,319,1041364,14,367
down_votes,2,598,3386,0,319,1041364,20,367
down_votes,6,56,4583,0,1677,2413722,19,298
down_votes,0,283,16763,0,1425,39643,10,1393
down_votes,0,283,16763,0,1425,39643,13,1393
score,0,0,384,1,139,25102,19,90
score,0,11,3110,1,406,265431,16,488
score,3,11,3110,1,406,265431,15,488
score,3,11,3110,1,406,265431,18,488
score,1,556,5394,1,529,2283946,16,1032
score,1,0,5229,1,57,97925,18,365
score,4,0,5229,1,57,97925,17,365
score,1,6,1445,1,609,2911232,18,228
score,6,0,1958,1,48,1134275,8,202
score,0,7,1197,2,474,2253888,16,397
score,3,1,3915,1,724,1572408,19,255
score,0,5,24507,1,61,275501,20,364
score,1,4,634,1,70,1972453,15,48
score,0,3624,19668,2,2290,70345,20,2877
score,3,0,172,1,27,5558115,17,49
score,0,2,1102,1,172,285549,13,124
score,0,1,1250,-2,29,1872530,17,64
score,0,1,842,-1,81,2810014,17,135
score,0,36,11002,1,144,17440,12,686
score,2,0,211,2,10,4366879,19,31
score,2,5,1139,1,144,2909759,15,141
score,0,0,149,1,55,1630136,16,40
score,0,0,149,1,55,1630136,7,40
score,0,46,48375,1,1526,11898,17,2398
score,0,46,48375,1,1526,11898,16,2398
score,0,595,22540,1,2471,15371,17,1276
score,0,0,1756,1,49,1526032,18,188
score,0,4,2700,1,1171,199111,16,117
score,4,0,331,-1,28,2126810,16,115
score,1,0,35,-2,1,4673637,16,4
score,0,0,39,1,0,4867351,10,5
score,1,0,35,1,46,5700339,19,8
score,0,0,51,1,0,2733145,18,9
score,0,0,85,-1,6,3933207,17,10
score,0,0,93,1,8,3764923,17,13
score,4,0,3,-4,0,4804161,19,0
score,2,0,11,1,0,3619866,16,1
score,0,0,11,1,0,2950580,14,1
score,10,0,13,-1,0,3476240,18,9
score,2,0,41,1,2,2711360,13,10
score,0,28,4139,1,191,2961662,12,285
score,2,0,129,1,0,6357705,20,17
